Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG-GA
Aaron Ramsdale,eng ENG,GK,24,38,38,3420,38,43,1.13,136,94,70.6,26,6,6,14,36.8,5,3,0,2,40,0.28,-2
